time,BMP280Pressure,BMP280Temperature,SHT4xHumidity,SHT4xTemperature
2024-05-12T09:05:30Z,100.70875,27.175,55.1175,26.885
2024-05-12T09:05:40Z,100.708,27.106,54.872,26.744
2024-05-12T09:05:50Z,100.70875,27.096875,54.95875,26.689375
2024-05-12T09:06:00Z,100.7042105,27.41631579,54.77157895,27
2024-05-12T09:06:10Z,100.708,27.404,54.463,26.9
2024-05-12T09:06:20Z,100.71,27.41222222,54.68,26.86888889
2024-05-12T09:06:30Z,100.7090476,27.70619048,54.28761905,27.15142857
2024-05-12T09:06:40Z,100.7078947,27.71947368,53.84631579,27.18
2024-05-12T09:06:50Z,100.71,27.701,54.04,27.297
2024-05-12T09:07:00Z,100.71,28.09176471,53.12117647,28.00117647
2024-05-12T09:07:10Z,100.7066667,28.16466667,52.26066667,27.95933333
2024-05-12T09:07:20Z,100.7083333,28.06055556,52.63333333,27.68611111
2024-05-12T09:07:30Z,100.70875,28.034375,53.159375,27.518125
2024-05-12T09:07:40Z,100.71,28.169375,53.305625,27.698125
2024-05-12T09:07:50Z,100.7089474,28.09210526,53.31578947,27.51894737
2024-05-12T09:08:00Z,100.71,28.121,53.527,27.641
2024-05-12T09:08:10Z,100.703,28.48,52.825,28.114
2024-05-12T09:08:20Z,100.7,28.72368421,52.06,28.55052632
2024-05-12T09:08:30Z,100.7,28.987,51.532,28.823
2024-05-12T09:08:40Z,100.7,29.094,51.834,28.878
2024-05-12T09:08:50Z,100.7,29.165,51.4925,28.9725
2024-05-12T09:09:00Z,100.7,29.25,51.41,29.03
2024-05-12T09:09:10Z,100.7,29.242,51.46,29.0415
2024-05-12T09:09:20Z,100.7010526,29.08473684,51.64263158,28.91473684
2024-05-12T09:09:30Z,100.7033333,28.92444444,52.06,28.75333333
2024-05-12T09:09:40Z,100.7,29.10611111,51.82666667,29.06111111
2024-05-12T09:09:50Z,100.7,29.17833333,51.27666667,29.13388889
2024-05-12T09:10:00Z,100.7,29.489,50.887,29.444
2024-05-12T09:10:10Z,100.7,29.785,50.425,29.648
2024-05-12T09:10:20Z,100.7,30.326,49.882,29.883
2024-05-12T09:10:30Z,100.7,30.46,49.593,30.023
2024-05-12T09:10:40Z,100.697,30.389,49.668,29.969
2024-05-12T09:10:50Z,100.6966667,30.46666667,49.70666667,29.96666667
2024-05-12T09:11:00Z,100.695,30.664,49.604,30.084
2024-05-12T09:11:10Z,100.693,30.669,49.251,30.142
2024-05-12T09:11:20Z,100.69,30.719,49.201,30.198
2024-05-12T09:11:30Z,100.6942105,30.78947368,49.31315789,30.16947368
2024-05-12T09:11:40Z,100.69,30.97473684,49.39421053,30.37157895
2024-05-12T09:11:50Z,100.69,31.139,48.739,30.652
2024-05-12T09:12:00Z,100.689,31.523,48.486,30.847
2024-05-12T09:12:10Z,100.69,31.756,48.049,31.158
2024-05-12T09:12:20Z,100.69,31.802,47.672,31.42
2024-05-12T09:12:30Z,100.69,31.982,47.072,31.604
2024-05-12T09:12:40Z,100.68875,32.2375,46.72375,31.62625
2024-05-12T09:12:50Z,100.69,32.151,46.895,31.615
2024-05-12T09:13:00Z,100.684,32.357,46.807,31.789
2024-05-12T09:13:10Z,100.685,32.382,46.687,31.716
2024-05-12T09:13:20Z,100.689,32.19,46.728,31.668
2024-05-12T09:13:30Z,100.69,32.171,46.589,31.81
2024-05-12T09:13:40Z,100.689,32.27,46.589,31.837
2024-05-12T09:13:50Z,100.682,32.511,45.92,32.251
2024-05-12T09:14:00Z,100.688,32.563,45.939,32.212
2024-05-12T09:14:10Z,100.69,32.70066667,45.824,32.342
2024-05-12T09:14:20Z,100.683,32.9,45.463,32.499
2024-05-12T09:14:30Z,100.6821053,32.97526316,45.56473684,32.38473684
2024-05-12T09:14:40Z,100.6855556,33.01333333,45.58666667,32.38333333
2024-05-12T09:14:50Z,100.681,33.137,45.471,32.56
2024-05-12T09:15:00Z,100.6833333,33.19888889,45.15111111,32.77777778
2024-05-12T09:15:10Z,100.6855556,33.25777778,44.91,32.88
2024-05-12T09:15:20Z,100.689,33.334,44.995,32.855
2024-05-12T09:15:30Z,100.69,33.37,45.07833333,32.82666667
2024-05-12T09:15:40Z,100.69,33.38933333,44.79666667,33.02
2024-05-12T09:15:50Z,100.68875,33.48125,44.77875,32.93375
2024-05-12T09:16:00Z,100.69,33.35105263,45.24421053,32.68210526
2024-05-12T09:16:10Z,100.69,33.39944444,45.57333333,32.73166667
2024-05-12T09:16:20Z,100.69,33.52833333,44.93388889,33.15
2024-05-12T09:16:30Z,100.69,33.548125,44.28375,33.464375
2024-05-12T09:16:40Z,100.69,33.57842105,44.43368421,33.30789474
2024-05-12T09:16:50Z,100.69,33.718,44.754,33.116
2024-05-12T09:17:00Z,100.69,33.779,45.147,32.961
2024-05-12T09:17:10Z,100.69,33.759,45.103,32.997
2024-05-12T09:17:20Z,100.69,33.69333333,45.43,32.87166667
2024-05-12T09:17:30Z,100.6913333,33.50133333,45.74333333,32.666
2024-05-12T09:17:40Z,100.69,33.42733333,46.03533333,32.43466667
2024-05-12T09:17:50Z,100.69,33.49,46.425,32.321875
2024-05-12T09:18:00Z,100.69,33.65375,46.19,32.58625
2024-05-12T09:18:10Z,100.691,33.593,45.7995,32.8445
2024-05-12T09:18:20Z,100.69,33.53444444,45.12277778,33.17388889
2024-05-12T09:18:30Z,100.69,33.64352941,44.97588235,33.39764706
2024-05-12T09:18:40Z,100.69,33.782,44.806,33.391
2024-05-12T09:18:50Z,100.691,33.833,44.706,33.5
2024-05-12T09:19:00Z,100.69,33.677,44.874,33.283
2024-05-12T09:19:10Z,100.69,33.463,45.205,33.013
2024-05-12T09:19:20Z,100.6910526,33.53894737,45.49421053,32.91947368
2024-05-12T09:19:30Z,100.691,33.59,45.4605,33.1855
2024-05-12T09:19:40Z,100.69,33.659,44.843,33.387
2024-05-12T09:19:50Z,100.69,33.612,44.868,33.4
2024-05-12T09:20:00Z,100.693,33.487,45.117,33.148
2024-05-12T09:20:10Z,100.692,33.432,45.867,32.668
2024-05-12T09:20:20Z,100.69,33.53,46.408,32.487
2024-05-12T09:20:30Z,100.69,33.43117647,46.51764706,32.51235294
2024-05-12T09:20:40Z,100.691,33.289,46.457,32.477
2024-05-12T09:20:50Z,100.69,33.22631579,46.91,32.27052632
2024-05-12T09:21:00Z,100.69,33.37894737,46.99842105,32.27052632
2024-05-12T09:21:10Z,100.69,33.437,47.246,32.171
2024-05-12T09:21:20Z,100.69,33.274,47.313,32.198
2024-05-12T09:21:30Z,100.693,33.217,47.195,32.355
2024-05-12T09:21:40Z,100.695,33.331,46.899,32.496
2024-05-12T09:21:50Z,100.692,33.493,46.49,32.689
2024-05-12T09:22:00Z,100.694,33.593,46.109,32.831
2024-05-12T09:22:10Z,100.692,33.598,46.054,32.81
2024-05-12T09:22:20Z,100.692,33.608,46.171,32.786
2024-05-12T09:22:30Z,100.69,33.63333333,46.43666667,32.516
2024-05-12T09:22:40Z,100.69,33.626,46.635,32.579
2024-05-12T09:22:50Z,100.691,33.633,46.501,32.556
2024-05-12T09:23:00Z,100.694,33.461,46.64,32.533
2024-05-12T09:23:10Z,100.696,33.533,46.36,32.811
2024-05-12T09:23:20Z,100.695,33.533,46.241,32.636
2024-05-12T09:23:30Z,100.694,33.443,46.983,32.465
2024-05-12T09:23:40Z,100.694,33.54,46.552,32.766
2024-05-12T09:23:50Z,100.691,33.326,46.549,32.592
2024-05-12T09:24:00Z,100.691,33.169,46.797,32.502
2024-05-12T09:24:10Z,100.691,33.19,46.974,32.374
2024-05-12T09:24:20Z,100.695,33.313,47.349,32.235
2024-05-12T09:24:30Z,100.6952632,33.20631579,47.38473684,32.27947368
2024-05-12T09:24:40Z,100.6927778,32.96166667,47.68777778,32.17555556
2024-05-12T09:24:50Z,100.693,33.031,47.651,32.152
2024-05-12T09:25:00Z,100.692,33.059,47.818,32.194
2024-05-12T09:25:10Z,100.6910526,33.17578947,47.50947368,32.33105263
2024-05-12T09:25:20Z,100.6925,33.087,47.532,32.112
2024-05-12T09:25:30Z,100.6968421,32.89157895,48.01894737,32.01736842
2024-05-12T09:25:40Z,100.7,32.672,47.977,32.129
2024-05-12T09:25:50Z,100.698,32.849,47.376,32.454
2024-05-12T09:26:00Z,100.694,33.016,46.735,32.768
2024-05-12T09:26:10Z,100.695,33.117,46.817,32.534
2024-05-12T09:26:20Z,100.695,32.921,47.402,32.191
2024-05-12T09:26:30Z,100.6970588,32.87647059,47.81647059,32.12588235
2024-05-12T09:26:40Z,100.6911765,33.04764706,47.71470588,32.29764706
2024-05-12T09:26:50Z,100.691,33.283,47.357,32.464
2024-05-12T09:27:00Z,100.696,33.406,47.018,32.661
2024-05-12T09:27:10Z,100.693,33.579,46.93,32.469
2024-05-12T09:27:20Z,100.694,33.444,47.591,32.261
2024-05-12T09:27:30Z,100.695,33.394,47.646,32.23
2024-05-12T09:27:40Z,100.69,33.509,47.596,32.285
2024-05-12T09:27:50Z,100.693,33.537,47.812,32.142
2024-05-12T09:28:00Z,100.692,33.489,47.689,32.338
2024-05-12T09:28:10Z,100.691,33.553,47.187,32.687
2024-05-12T09:28:20Z,100.694,33.554,46.783,32.77
2024-05-12T09:28:30Z,100.6913333,33.62266667,46.44466667,32.96333333
2024-05-12T09:28:40Z,100.6911765,33.62411765,46.26764706,32.99647059
2024-05-12T09:28:50Z,100.69,33.637,46.331,32.948
2024-05-12T09:29:00Z,100.69,33.598,46.688,32.656
2024-05-12T09:29:10Z,100.6911111,33.62333333,46.89222222,32.77222222
2024-05-12T09:29:20Z,100.69,33.59,46.457,32.982
2024-05-12T09:29:30Z,100.69,33.393,46.202,33.039
2024-05-12T09:29:40Z,100.69,33.391875,46.7125,32.718125
2024-05-12T09:29:50Z,100.69,33.484,46.715,32.93
2024-05-12T09:30:00Z,100.69,33.475,46.019,33.256
2024-05-12T09:30:10Z,100.69,33.49125,45.99625,33.08875
2024-05-12T09:30:20Z,100.69,33.47625,45.9825,33.295
2024-05-12T09:30:30Z,100.69,33.64222222,45.56333333,33.53555556
2024-05-12T09:30:40Z,100.68875,33.97,45.48375,33.4775
2024-05-12T09:30:50Z,100.689,34.045,45.452,33.553
2024-05-12T09:31:00Z,100.687,34.02,45.26,33.722
2024-05-12T09:31:10Z,100.685,34.098,44.874,33.937
2024-05-12T09:31:20Z,100.688,33.832,45.016,33.646
2024-05-12T09:31:30Z,100.684,33.8,45.475,33.594
2024-05-12T09:31:40Z,100.682,33.788,45.298,33.652
2024-05-12T09:31:50Z,100.68,33.875,45.671,33.327
2024-05-12T09:32:00Z,100.6810526,34.05052632,45.86315789,33.32842105
2024-05-12T09:32:10Z,100.681,34.015,45.937,33.234
2024-05-12T09:32:20Z,100.6811111,34.08555556,45.93,33.31111111
2024-05-12T09:32:30Z,100.68,33.68,46.41,32.85857143
2024-05-12T09:32:40Z,100.68,33.64222222,46.50444444,33.05
2024-05-12T09:32:50Z,100.68,33.845,46.05,33.251
2024-05-12T09:33:00Z,100.68,34.051,45.903,33.419
2024-05-12T09:33:10Z,100.68,34.095,45.468,33.707
2024-05-12T09:33:20Z,100.68,34.127,45.017,33.892
2024-05-12T09:33:30Z,100.673,34.297,45.326,33.507
2024-05-12T09:33:40Z,100.674,34.354,45.966,33.327
2024-05-12T09:33:50Z,100.672,34.332,45.63,33.646
2024-05-12T09:34:00Z,100.671,34.385,45.504,33.616
2024-05-12T09:34:10Z,100.673,34.314,45.58,33.53
2024-05-12T09:34:20Z,100.6722222,34.32222222,45.81111111,33.5
2024-05-12T09:34:30Z,100.67,34.41611111,45.41555556,33.74333333
2024-05-12T09:34:40Z,100.6733333,34.25555556,45.28444444,33.87333333
2024-05-12T09:34:50Z,100.67,34.36555556,44.98666667,33.99444444
2024-05-12T09:35:00Z,100.671,34.383,44.698,34.2
2024-05-12T09:35:10Z,100.67,34.376,44.448,34.226
2024-05-12T09:35:20Z,100.67,34.376,44.686,34.087
2024-05-12T09:35:30Z,100.67,34.238,45.246,33.57
2024-05-12T09:35:40Z,100.67,34.223,46.222,33.193
2024-05-12T09:35:50Z,100.67,34.373,46.003,33.593
2024-05-12T09:36:00Z,100.67,34.376,45.052,34.083
2024-05-12T09:36:10Z,100.67,34.324,44.837,33.992
2024-05-12T09:36:20Z,100.6725,34.22875,45.3525,33.775
2024-05-12T09:36:30Z,100.672,34.284,45.222,33.919
2024-05-12T09:36:40Z,100.67,34.356875,44.9825,34.065
2024-05-12T09:36:50Z,100.67,34.54631579,44.84736842,34.15842105
2024-05-12T09:37:00Z,100.67,34.551,44.84,34.17
2024-05-12T09:37:10Z,100.671,34.418,44.701,34.236
2024-05-12T09:37:20Z,100.67,34.314,44.78,34.009
2024-05-12T09:37:30Z,100.67,34.346,45.294,33.812
2024-05-12T09:37:40Z,100.671,34.076,45.658,33.482
2024-05-12T09:37:50Z,100.67,34.285,45.832,33.679
2024-05-12T09:38:00Z,100.67,34.446,45.258,34.061
2024-05-12T09:38:10Z,100.67,34.39111111,44.98444444,34.01
2024-05-12T09:38:20Z,100.67,34.455,45.039,34.034
2024-05-12T09:38:30Z,100.67,34.646,45.249,33.788
2024-05-12T09:38:40Z,100.66875,34.6775,45.28875,33.94
2024-05-12T09:38:50Z,100.67,34.584,45.608,33.47
2024-05-12T09:39:00Z,100.67,34.614,46.414,33.174
2024-05-12T09:39:10Z,100.67,34.647,46.816,32.915
2024-05-12T09:39:20Z,100.67,34.52777778,46.98333333,32.93666667
2024-05-12T09:39:30Z,100.67,34.32777778,47.12777778,32.97777778
2024-05-12T09:39:40Z,100.671,34.246,46.533,33.236
2024-05-12T09:39:50Z,100.67,34.179,46.354,33.31
2024-05-12T09:40:00Z,100.671,34.223,46.076,33.476
2024-05-12T09:40:10Z,100.67,34.35333333,46.09444444,33.37222222
2024-05-12T09:40:20Z,100.67,34.458,46.586,32.994
2024-05-12T09:40:30Z,100.67,34.275,47.566,32.561
2024-05-12T09:40:40Z,100.6763158,34.19368421,47.77473684,32.48
2024-05-12T09:40:50Z,100.6790909,34.16,47.93090909,32.47090909
2024-05-12T09:41:00Z,100.673,34.235,46.964,33.155
2024-05-12T09:41:10Z,100.671,34.311,46.224,33.41
2024-05-12T09:41:20Z,100.67,34.351,45.844,33.48
2024-05-12T09:41:30Z,100.67,34.411,46.34,33.138
2024-05-12T09:41:40Z,100.67,34.422,46.437,33.283
2024-05-12T09:41:50Z,100.67,34.338,45.762,33.579
2024-05-12T09:42:00Z,100.673,34.23,46.039,33.222
2024-05-12T09:42:10Z,100.672,34.169,46.382,33.046
2024-05-12T09:42:20Z,100.67,34.10666667,46.40111111,33.21888889
2024-05-12T09:42:30Z,100.67,34.22444444,45.95111111,33.47
2024-05-12T09:42:40Z,100.67375,34.1975,45.68375,33.41625
2024-05-12T09:42:50Z,100.672,34.031,46.349,32.989
2024-05-12T09:43:00Z,100.672,33.842,47.059,32.766
2024-05-12T09:43:10Z,100.6744444,34.05111111,46.86111111,32.79555556
2024-05-12T09:43:20Z,100.67,34.12,46.89833333,32.89055556
2024-05-12T09:43:30Z,100.67,34.02,46.855,32.855
2024-05-12T09:43:40Z,100.67,33.96105263,47.08684211,32.71789474
2024-05-12T09:43:50Z,100.67,33.8715,46.765,32.9625
2024-05-12T09:44:00Z,100.67,34.109,46.799,32.8455
2024-05-12T09:44:10Z,100.67,34.26368421,46.94052632,32.90947368
2024-05-12T09:44:20Z,100.669,34.227,46.895,33.01
2024-05-12T09:44:30Z,100.67,34.208,46.888,32.985
2024-05-12T09:44:40Z,100.6689474,34.18052632,46.29894737,33.43684211
2024-05-12T09:44:50Z,100.67,34.19333333,45.81666667,33.57
2024-05-12T09:45:00Z,100.67,34.105,46.281,33.278
2024-05-12T09:45:10Z,100.67,34.1,46.57,32.946
2024-05-12T09:45:20Z,100.669,34.027,47.038,32.738
2024-05-12T09:45:30Z,100.663,34.151,46.983,33.104
2024-05-12T09:45:40Z,100.664,34.077,46.425,33.037
2024-05-12T09:45:50Z,100.668,34.064,46.913,32.675
2024-05-12T09:46:00Z,100.669,33.97,46.814,32.774
2024-05-12T09:46:10Z,100.669,33.997,46.777,32.901
2024-05-12T09:46:20Z,100.667,34.065,46.441,33.061
2024-05-12T09:46:30Z,100.667,33.735,46.536,32.759
2024-05-12T09:46:40Z,100.6663158,33.72473684,46.92052632,32.60736842
2024-05-12T09:46:50Z,100.6677778,33.64777778,47.23,32.37444444
2024-05-12T09:47:00Z,100.67,33.327,47.76,32.047
2024-05-12T09:47:10Z,100.668,33.271,47.989,32.08
2024-05-12T09:47:20Z,100.669,33.258,47.392,32.575
2024-05-12T09:47:30Z,100.664,33.564,46.685,32.892
2024-05-12T09:47:40Z,100.66625,33.9275,46.5625,32.825
2024-05-12T09:47:50Z,100.67,33.829,46.979,32.42
2024-05-12T09:48:00Z,100.67,33.91823529,47.57117647,32.32294118
2024-05-12T09:48:10Z,100.67,33.98,47.47611111,32.41722222
2024-05-12T09:48:20Z,100.67,34.002,47.293,32.527
2024-05-12T09:48:30Z,100.6689474,33.99526316,47.34947368,32.36210526
2024-05-12T09:48:40Z,100.67,33.95055556,47.465,32.33722222
2024-05-12T09:48:50Z,100.67,33.644,47.661,32.095
2024-05-12T09:49:00Z,100.67,33.386,48.135,31.882
2024-05-12T09:49:10Z,100.67,33.3,48.265,31.75
2024-05-12T09:49:20Z,100.68,33,48.335,31.905
2024-05-12T09:49:30Z,100.67,32.970625,48.3675,31.82375
2024-05-12T09:49:40Z,100.6783333,32.80555556,48.51222222,31.73888889
2024-05-12T09:49:50Z,100.68,32.646,48.521,31.7
2024-05-12T09:50:00Z,100.678,32.764,48.552,31.84
2024-05-12T09:50:10Z,100.67375,33.12,48.1925,31.98
2024-05-12T09:50:20Z,100.676,33.279,47.737,32.358
2024-05-12T09:50:30Z,100.677,33.174,47.291,32.288
2024-05-12T09:50:40Z,100.676,33.156,47.658,32.049
2024-05-12T09:50:50Z,100.677,33.253,47.65,32.091
2024-05-12T09:51:00Z,100.68,33.341,47.577,32.162
2024-05-12T09:51:10Z,100.68,33.44,47.429,32.243
2024-05-12T09:51:20Z,100.68,33.583,47.332,32.241
2024-05-12T09:51:30Z,100.68,33.487,47.464,32.084
2024-05-12T09:51:40Z,100.68,33.4925,47.443125,32.128125
2024-05-12T09:51:50Z,100.68,33.592,47.182,32.353
2024-05-12T09:52:00Z,100.68,33.394,46.801,32.346
2024-05-12T09:52:10Z,100.68,33.37777778,46.88888889,32.39888889
2024-05-12T09:52:20Z,100.68,33.40444444,46.62666667,32.61333333
2024-05-12T09:52:30Z,100.68,33.36125,46.29125,32.79875
2024-05-12T09:52:40Z,100.68,33.45,46.05333333,32.808
2024-05-12T09:52:50Z,100.68,33.33125,46.5325,32.143125
2024-05-12T09:53:00Z,100.6826667,33.16133333,47.62533333,31.60266667
2024-05-12T09:53:10Z,100.684,33.064,47.984,31.604
2024-05-12T09:53:20Z,100.6878571,33.06,48.02428571,31.59357143
2024-05-12T09:53:30Z,100.685,32.93833333,47.44555556,31.97611111
2024-05-12T09:53:40Z,100.6836842,33.04894737,47.25473684,32.15263158
2024-05-12T09:53:50Z,100.6868421,33.15105263,46.93157895,32.34421053
2024-05-12T09:54:00Z,100.689,33.413,46.558,32.544
2024-05-12T09:54:10Z,100.685,33.711,46.26,32.736
2024-05-12T09:54:20Z,100.689,33.852,46.022,32.782
2024-05-12T09:54:30Z,100.685,33.82,45.776,32.892
2024-05-12T09:54:40Z,100.688,33.776,45.556,32.9
2024-05-12T09:54:50Z,100.69,33.599,45.652,32.778
2024-05-12T09:55:00Z,100.69,33.464,45.809,32.851
2024-05-12T09:55:10Z,100.688,33.7,45.526,33
2024-05-12T09:55:20Z,100.689,33.852,45.395,33.222
2024-05-12T09:55:30Z,100.69,34.04,44.98333333,33.42111111
2024-05-12T09:55:40Z,100.69,34.089,44.653,33.449
2024-05-12T09:55:50Z,100.69,34.169,44.823,33.17
2024-05-12T09:56:00Z,100.69,34.16222222,44.87777778,33.21333333
2024-05-12T09:56:10Z,100.689,34.26,44.977,33.074
2024-05-12T09:56:20Z,100.689,34.188,45.222,33.078
2024-05-12T09:56:30Z,100.687,34.018,45.089,33.047
2024-05-12T09:56:40Z,100.69,34.181,45.046,33.002
2024-05-12T09:56:50Z,100.69,34.20333333,45.13,32.92333333
2024-05-12T09:57:00Z,100.6825,34.28,44.931875,33.1175
2024-05-12T09:57:10Z,100.6873684,34.25631579,44.52263158,33.41684211
2024-05-12T09:57:20Z,100.686,34.276,44.254,33.459
2024-05-12T09:57:30Z,100.6894737,34.16684211,44.22842105,33.43842105
2024-05-12T09:57:40Z,100.6894737,34.18263158,44.32842105,33.31
2024-05-12T09:57:50Z,100.689,34.178,44.593,33.184
2024-05-12T09:58:00Z,100.682,34.225,44.462,33.27
2024-05-12T09:58:10Z,100.6831579,33.97421053,44.60052632,33.20947368
2024-05-12T09:58:20Z,100.68,33.87,44.623,33.1205
2024-05-12T09:58:30Z,100.68,33.80263158,44.60894737,33.22684211
2024-05-12T09:58:40Z,100.682,33.742,44.731,32.921
2024-05-12T09:58:50Z,100.682,33.851,44.787,33.04
2024-05-12T09:59:00Z,100.6835294,34.06705882,44.58352941,32.98588235
2024-05-12T09:59:10Z,100.6805882,33.69941176,45.02058824,32.79529412
2024-05-12T09:59:20Z,100.6805263,33.75105263,45.10263158,32.72789474
2024-05-12T09:59:30Z,100.68,33.85647059,45.22235294,32.52352941
2024-05-12T09:59:40Z,100.681,33.906,45.352,32.578
2024-05-12T09:59:50Z,100.68,33.968,44.839,32.959
2024-05-12T10:00:00Z,100.68,34.06,44.37166667,33.15666667
2024-05-12T10:00:10Z,100.68,34.097,44.162,33.233
2024-05-12T10:00:20Z,100.68,34.056,44.399,32.914
2024-05-12T10:00:30Z,100.68,34.075,44.609,32.826
2024-05-12T10:00:40Z,100.68,34.055,44.728,32.823
2024-05-12T10:00:50Z,100.68,33.972,44.57,32.898
2024-05-12T10:01:00Z,100.68,33.989,44.474,32.979
2024-05-12T10:01:10Z,100.68,33.92,44.306,32.933
2024-05-12T10:01:20Z,100.68,33.89105263,44.53631579,32.71210526
2024-05-12T10:01:30Z,100.68,34.07526316,44.71210526,32.67
2024-05-12T10:01:40Z,100.68,34.159,44.394,32.983
2024-05-12T10:01:50Z,100.68,33.986,44.176,32.886
2024-05-12T10:02:00Z,100.68,34.042,44.252,32.844
2024-05-12T10:02:10Z,100.68,33.83105263,44.34210526,32.72526316
2024-05-12T10:02:20Z,100.68,33.69,44.51238095,32.64190476
2024-05-12T10:02:30Z,100.68,33.698,44.678,32.505
2024-05-12T10:02:40Z,100.68,33.80941176,44.55941176,32.71823529
2024-05-12T10:02:50Z,100.68,33.866,44.5975,32.689
2024-05-12T10:03:00Z,100.68,33.9475,44.51,32.7525
2024-05-12T10:03:10Z,100.68,33.75,44.37833333,32.685
2024-05-12T10:03:20Z,100.68,33.71277778,44.42388889,32.51388889
2024-05-12T10:03:30Z,100.68,33.60210526,44.84789474,32.34631579
2024-05-12T10:03:40Z,100.681,33.593,44.747,32.621
2024-05-12T10:03:50Z,100.68,33.771,44.36,32.734
2024-05-12T10:04:00Z,100.68,33.908,44.383,32.742
2024-05-12T10:04:10Z,100.681,33.949,44.756,32.567
2024-05-12T10:04:20Z,100.68,33.917,44.731,32.602
2024-05-12T10:04:30Z,100.683,33.666,44.769,32.509
2024-05-12T10:04:40Z,100.681,33.613,44.478,32.73
2024-05-12T10:04:50Z,100.684,33.73,44.086,32.858
2024-05-12T10:05:00Z,100.6852632,33.79157895,43.62842105,33.09473684
2024-05-12T10:05:10Z,100.682,33.897,43.461,33.024
2024-05-12T10:05:20Z,100.68,33.83684211,43.56210526,32.91947368
2024-05-12T10:05:21.378434813Z,100.68,33.67,43.795,32.65
